Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL
BOWMORE VAULT EDITION SECOND RELEASE PEAT SMOKE,Peated Single Malt,"Islay, Scotland",4.02,86,https://distiller.com/spirits/bowmore-vault-edition-second-release-peat-smoke
LEDAIG 12 YEAR DISCOVERY (GORDON & MACPHAIL),Peated Single Malt,"Islands, Scotland",4.02,88,https://distiller.com/spirits/ledaig-12-year-discovery-gordon-macphail
BENROMACH PEAT SMOKE 2008,Peated Single Malt,"Speyside, Scotland",3.48,nan,https://distiller.com/spirits/benromach-peat-smoke-2008
THE ARDMORE 20 YEARS VINTAGE 1996,Peated Single Malt,"Highland , Scotland",3.75,nan,https://distiller.com/spirits/the-ardmore-20-years-vintage-1996
LAGAVULIN JAZZ FESTIVAL 2017,Peated Single Malt,"Islay, Scotland",4.29,nan,https://distiller.com/spirits/lagavulin-jazz-festival-2017
LONGROW 10 YEAR,Peated Single Malt,"Campbeltown, Scotland",3.94,nan,https://distiller.com/spirits/longrow-10-year
ANCNOC RUTTER,Peated Single Malt,"Highlands, Scotland",4.23,83,https://distiller.com/spirits/ancnoc-rutter
LONGROW 14 YEAR BURGUNDY FINISH,Peated Single Malt,"Campbeltown, Scotland",4.02,88,https://distiller.com/spirits/longrow-14-year-burgundy-finish
BRORA 30 YEAR (2010 SPECIAL RELEASE),Peated Single Malt,"Highlands, Scotland",4.42,nan,https://distiller.com/spirits/brora-30
OCTOMORE 10 YEAR (2020 EDITION),Peated Single Malt,"Islay, Scotland",4.19,nan,https://distiller.com/spirits/octomore-10-year-2020-edition
ARRAN MACHRIE MOOR CASK STRENGTH SINGLE MALT,Peated Single Malt,"Islands, Scotland",4.27,nan,https://distiller.com/spirits/arran-machrie-moor-cask-strength-single-malt
PORT CHARLOTTE HEAVILY PEATED ISLAY SINGLE MALT THE DISTILLERY VALINCH,Peated Single Malt,"Islay, Scotland",3.92,nan,https://distiller.com/spirits/port-charlotte-heavily-peated-islay-single-malt-the-distillery-valinch
BENRIACH PEATED CASK STRENGTH BATCH 1,Peated Single Malt,"Speyside, Scotland",4.09,nan,https://distiller.com/spirits/benriach-peated-cask-strength-batch-1
BRORA 1977 37 YEAR (2015 SPECIAL RELEASE),Peated Single Malt,"Highlands, Scotland",4.93,nan,https://distiller.com/spirits/brora-37-year-1977-2015-special-release
LAPHROAIG 16 YEAR 200TH ANNIVERSARY,Peated Single Malt,"Islay, Scotland",4.36,nan,https://distiller.com/spirits/laphroaig-16-year
SMOKEHEAD EXTRA BLACK 18 YEAR,Peated Single Malt,"Islay, Scotland",4.36,84,https://distiller.com/spirits/smokehead-extra-black-18-year
SPRINGBANK 17 YEAR MADEIRA WOOD,Peated Single Malt,"Campbelltown , Scotland",4.18,92,https://distiller.com/spirits/springbank-17-year-madeira-wood
KILKERRAN 16 YEAR,Peated Single Malt,"Campbeltown, Scotland",3.98,93,https://distiller.com/spirits/kilkerran-16-year
LEDAIG 1996 SHERRY CASK FINISH,Peated Single Malt,"Island, Scotland",4.1,nan,https://distiller.com/spirits/ledaig-1996-sherry-cask-finish
BUNNAHABHAIN 2005 PALO CORTADO CASK FINISH,Peated Single Malt,"Islay, Scotland",4.68,96,https://distiller.com/spirits/bunnahabhain-2005-palo-cortado-cask-finish
JURA THE LOCH,Peated Single Malt,"Islands, Scotland",3.7,nan,https://distiller.com/spirits/jura-the-loch
WOLFBURN SMALL BATCH RELEASE NO. 128,Peated Single Malt,"Highlands, Scotland",3.61,81,https://distiller.com/spirits/wolfburn-no-128
SPRINGBANK 11 YEAR LOCAL BARLEY,Peated Single Malt,"Campbeltown, Scotland",4.23,nan,https://distiller.com/spirits/springbank-11-year-local-barley
TOMATIN CÙ BÒCAN VIRGIN OAK,Peated Single Malt,"Highlands, Scotland",3.85,81,https://distiller.com/spirits/tomatin-cu-bocan-virgin-oak
LOCH LOMOND INCHMOAN 10 YEAR,Peated Single Malt,Scotland,3.1,nan,https://distiller.com/spirits/loch-lomond-inchmoan-10-year
BENRIACH LATADA 18 YEAR,Peated Single Malt,"Speyside, Scotland",4.1,nan,https://distiller.com/spirits/benriach-latada-18-year
EDRADOUR BALLECHIN #7 BORDEAUX CASK MATURED,Peated Single Malt,"Highlands, Scotland",3.73,nan,https://distiller.com/spirits/edradour-ballechin-7-bordeaux-cask-matured
BOWMORE MIZUNARA CASK FINISH,Peated Single Malt,"Islay, Scotland",4.3,98,https://distiller.com/spirits/bowmore-mizunara-cask-finish
BENRIACH SOLSTICE 2ND EDITION 17 YEAR,Peated Single Malt,"Speyside, Scotland",4.33,89,https://distiller.com/spirits/benriach-solstice-2nd-edition-17-year
HIGHLAND PARK VALFATHER,Peated Single Malt,"Islands, Scotland",3.79,82,https://distiller.com/spirits/highland-park-valfather
SMOKEHEAD SHERRY BOMB,Peated Single Malt,"Islay, Scotland",3.82,nan,https://distiller.com/spirits/smokehead-sherry-bomb
SPRINGBANK 12 YEAR CASK STRENGTH (BATCH 17),Peated Single Malt,"Campbeltown, Scotland",4.08,nan,https://distiller.com/spirits/springbank-12-year-cask-strength-batch-17
FINLAGGAN EILEAN MÒR,Peated Single Malt,"Islay, Scotland",3.44,nan,https://distiller.com/spirits/finlaggan-eilean-mor
OCTOMORE 11.1,Peated Single Malt,"Islay, Scotland",4.16,87,https://distiller.com/spirits/octomore-11-1
ANCNOC PEATHEART,Peated Single Malt,"Highland, Scotland",3.8,nan,https://distiller.com/spirits/ancnoc-peatheart
CASK ISLAY SINGLE MALT (A.D. RATTRAY),Peated Single Malt,"Islay, Scotland",3.37,nan,https://distiller.com/spirits/a-d-rattray-cask-islay
TALISKER DISTILLERS EDITION (2020 RELEASE),Peated Single Malt,"Islands, Scotland",4.11,nan,https://distiller.com/spirits/talisker-distillers-edition-2020-release
HIGHLAND PARK WINGS OF THE EAGLE 16 YEAR,Peated Single Malt,"Islands, Scotland",4.21,91,https://distiller.com/spirits/highland-park-wings-of-the-eagle-16-year
KILCHOMAN SANAIG 2020,Peated Single Malt,"Islay, Scotland",3.47,nan,https://distiller.com/spirits/kilchoman-sanaig-2020
KILCHOMAN LOCH GORM (2016 EDITION),Peated Single Malt,"Islay, Scotland",3.54,nan,https://distiller.com/spirits/kilchoman-loch-gorm-2016-release
KILCHOMAN ORIGINAL CASK STRENGTH (2014 RELEASE),Peated Single Malt,"Islay, Scotland",3.6,86,https://distiller.com/spirits/kilchoman-original-cask-strength-2014-release
LAPHROAIG 32 YEAR,Peated Single Malt,"Islay, Scotland",4.76,97,https://distiller.com/spirits/laphroaig-32-year
HIGHLAND PARK SIGURD,Peated Single Malt,"Islands, Scotland",4.05,88,https://distiller.com/spirits/highland-park-sigurd
ARDBEG AIRIGH NAM BEIST 1990,Peated Single Malt,"Islay, Scotland",4.38,92,https://distiller.com/spirits/ardbeg-airigh-nam-beist-1990
BENRIACH THE SMOKY TWELVE,Peated Single Malt,"Speyside, Scotland",3.95,87,https://distiller.com/spirits/benriach-the-smoky-twelve
SMOKEHEAD HIGH VOLTAGE,Peated Single Malt,"Islay, Scotland",3.91,84,https://distiller.com/spirits/smokehead-high-voltage
SPEY FUMARE WHISKY,Peated Single Malt,"Speyside, Scotland",3.55,79,https://distiller.com/spirits/spey-fumare-whisky
"BOWMORE THE DEVIL'S CASK III ""DOUBLE THE DEVIL""",Peated Single Malt,"Islay, Scotland",4.53,nan,https://distiller.com/spirits/bowmore-the-devil-s-cask-iii-double-the-devil
HIGHLAND PARK LOKI,Peated Single Malt,"Islands, Scotland",4.48,91,https://distiller.com/spirits/highland-park-loki
JURA BROOKLYN,Peated Single Malt,Scotland,3.27,72,https://distiller.com/spirits/jura-brooklyn
KILCHOMAN STR CASK MATURED,Peated Single Malt,"Islay, Scotland",4.13,91,https://distiller.com/spirits/kilchoman-str-cask-matured
LAPHROAIG 10 YEAR OLD CASK STRENGTH BATCH 010,Peated Single Malt,"Islay, Scotland",4.37,nan,https://distiller.com/spirits/laphroaig-10-year-old-cask-strength-batch-010
GLENDRONACH PEATED PORT WOOD,Peated Single Malt,"Highland, Scotland",3.43,nan,https://distiller.com/spirits/glendronach-peated-port-wood
SPRINGBANK 12 YEAR BURGUNDY WOOD,Peated Single Malt,"Campbeltown, Scotland",3.96,nan,https://distiller.com/spirits/springbank-12-year-burgundy-wood
ANCNOC RASCAN,Peated Single Malt,"Highlands , Scotland",3.82,87,https://distiller.com/spirits/ancnoc-rascan
LONGROW CV,Peated Single Malt,"Campbeltown, Scotland",4.11,92,https://distiller.com/spirits/longrow-cv
OCTOMORE 11.3,Peated Single Malt,"Islay, Scotland",4.61,nan,https://distiller.com/spirits/octomore-11-3
OCTOMORE 09.3 DIALOGOS,Peated Single Malt,"Islay, Scotland",4.11,90,https://distiller.com/spirits/octomore-09-3-dialogos
KILCHOMAN PORT CASK MATURED (2018 EDITION),Peated Single Malt,"Islay, Scotland",3.74,80,https://distiller.com/spirits/kilchoman-port-cask-matured-2018-edition
TALISKER 30 YEAR,Peated Single Malt,"Islands, Scotland",4.81,nan,https://distiller.com/spirits/talisker-30-year
LAPHROAIG 10 YEAR SHERRY OAK FINISH,Peated Single Malt,"Islay, Scotland",4.15,93,https://distiller.com/spirits/laphroaig-10-year-sherry-oak-finish
LAPHROAIG 10 YEAR CASK STRENGTH BATCH 12,Peated Single Malt,"Islay, Scotland",4.33,92,https://distiller.com/spirits/laphroaig-10-year-cask-strength-batch-12
MACLEOD'S ISLAY SINGLE MALT,Peated Single Malt,Scotland,3.19,nan,https://distiller.com/spirits/macleod-s-islay-single-malt
BUNNAHABHAIN 8 YEAR THE MACPHAIL'S COLLECTION (GORDON & MACPHAIL),Peated Single Malt,"Islay, Scotland",3.41,84,https://distiller.com/spirits/bunnahabhain-8-year-gordon-macphail
ARDBEG BLASDA,Peated Single Malt,"Islay, Scotland",3.62,nan,https://distiller.com/spirits/ardbeg-blasda
BUNNAHABHAIN MÒINE (NEW PACKAGING),Peated Single Malt,"Islay, Scotland",3.54,nan,https://distiller.com/spirits/bunnahabhain-moine-new-packaging
HIGHLAND PARK VOYAGE OF THE RAVEN,Peated Single Malt,"Islands, Scotland",3.62,nan,https://distiller.com/spirits/highland-park-voyage-of-the-raven
TEACHER'S SINGLE MALT,Peated Single Malt,"Highlands, Scotland",2.76,nan,https://distiller.com/spirits/teacher-s-single-malt
ARDBEG SCORCH,Peated Single Malt,"Islay, Scotland",4.11,nan,https://distiller.com/spirits/ardbeg-scorch
LAGAVULIN 2001 DISTILLERS EDITION (BOTTLED 2017),Peated Single Malt,"Islay, Scotland",4.24,nan,https://distiller.com/spirits/lagavulin-2001-distillers-edition-bottled-2017
JURA THE ROAD,Peated Single Malt,"Islands, Scotland",3.51,85,https://distiller.com/spirits/jura-the-road
JURA THE SOUND,Peated Single Malt,"Islands, Scotland",3.44,nan,https://distiller.com/spirits/jura-the-sound
BOWMORE 15 YEAR LAIMRIG,Peated Single Malt,"Islay, Scotland",4.06,nan,https://distiller.com/spirits/bowmore-laimrig-15-year
BENRIACH BIRNIE MOSS INTENSELY PEATED,Peated Single Malt,"Speyside, Scotland",3.42,nan,https://distiller.com/spirits/benriach-birnie-moss-intensely-peated
LEDAIG DÙSGADH 42 YEAR,Peated Single Malt,"Islands, Scotland",3.92,nan,https://distiller.com/spirits/ledaig-dusgadh-42-year
HIGHLAND PARK FREYA,Peated Single Malt,"Islands, Scotland",4.25,95,https://distiller.com/spirits/highland-park-freya
BOWMORE DORUS MOR 10 YEAR,Peated Single Malt,"Islay, Scotland",3.38,89,https://distiller.com/spirits/bowmore-dorus-mor-10-year
GLEN GARIOCH 1994,Peated Single Malt,"Highlands, Scotland",3.95,92,https://distiller.com/spirits/glen-garioch-1994
LAGAVULIN 12 YEAR (2016 SPECIAL RELEASE),Peated Single Malt,"Islay, Scotland",4.55,92,https://distiller.com/spirits/lagavulin-12-year-2016-special-release
LAGAVULIN OFFERMAN EDITION GUINNESS CASK FINISH,Peated Single Malt,"Islay, Scotland",4.3,90,https://distiller.com/spirits/lagavulin-offerman-edition-guinness-finish
PORT ASKAIG 100° PROOF,Peated Single Malt,"Islay, Scotland",3.77,86,https://distiller.com/spirits/port-askaig-100-proof
SCAPA GLANSA,Peated Single Malt,"Island, Scotland",3.36,77,https://distiller.com/spirits/scapa-glansa
HIGHLAND PARK DRAGON LEGEND,Peated Single Malt,"Islands, Scotland",3.77,nan,https://distiller.com/spirits/highland-park-dragon-legend
PORT CHARLOTTE 2007 CC:01,Peated Single Malt,"Islay, Scotland",3.9,90,https://distiller.com/spirits/port-charlotte-2007-cc-01
HIGHLAND PARK FULL VOLUME,Peated Single Malt,"Islands, Scotland",3.71,82,https://distiller.com/spirits/highland-park-full-volume
HIGHLAND PARK THE DARK 17 YEAR,Peated Single Malt,"Islands, Scotland",4.57,91,https://distiller.com/spirits/highland-park-the-dark-17-year
THE BALVENIE PEATED TRIPLE CASK 14 YEAR,Peated Single Malt,"Speyside, Scotland",4.24,93,https://distiller.com/spirits/the-balvenie-peated-triple-cask-14-year
ARDBEG BLAAACK,Peated Single Malt,"Islay, Scotland",4.15,90,https://distiller.com/spirits/ardbeg-blaaack
HIGHLAND PARK 21 YEAR,Peated Single Malt,"Islands, Scotland",4.35,94,https://distiller.com/spirits/highland-park-21-year
ARDBEG DARK COVE (2016 COMMITTEE RELEASE),Peated Single Malt,"Islay, Scotland",4.53,92,https://distiller.com/spirits/ardbeg-dark-cove-2016-committee-release
OCTOMORE 10 YEAR SECOND EDITION (2016),Peated Single Malt,"Islay, Scotland",4.42,92,https://distiller.com/spirits/octomore-10-year-second-edition
OCTOMORE 09.1 DIALOGOS,Peated Single Malt,"Islay, Scotland",4.21,86,https://distiller.com/spirits/octomore-09-1-dialogos
ARDBEG SUPERNOVA 2015,Peated Single Malt,"Islay, Scotland",4.27,86,https://distiller.com/spirits/ardbeg-supernova-2015
CAOL ILA 25 YEAR,Peated Single Malt,"Islay, Scotland",4.4,91,https://distiller.com/spirits/caol-ila-25-year
LONGROW 18 YEAR,Peated Single Malt,"Campbeltown, Scotland",4.17,90,https://distiller.com/spirits/longrow-18
OCTOMORE MASTERCLASS 08.3/309 ISLAY BARLEY,Peated Single Malt,"Islay, Scotland",4.25,87,https://distiller.com/spirits/octomore-masterclass-08-3-309-islay-barley
GLENFIDDICH VINTAGE CASK,Peated Single Malt,"Speyside, Scotland",3.92,88,https://distiller.com/spirits/glenfiddich-vintage-cask
ARDBEG KELPIE (2017 COMMITTEE RELEASE),Peated Single Malt,"Islay, Scotland",4.37,90,https://distiller.com/spirits/ardbeg-kelpie-2017-committee-release
OCTOMORE 07.2/208 CASK EVOLUTION,Peated Single Malt,"Islay, Scotland",4.3,nan,https://distiller.com/spirits/octomore-072-208-cask-evolution
ARDBEG SUPERNOVA 2014,Peated Single Malt,"Islay, Scotland",4.55,nan,https://distiller.com/spirits/ardbeg-supernova-2014
AILSA BAY SWEET SMOKE RELEASE 1.2,Peated Single Malt,"Lowlands, Scotland",3.54,88,https://distiller.com/spirits/ailsa-bay-sweet-smoke-release-1-2
ANCNOC CUTTER,Peated Single Malt,"Highlands, Scotland",3.64,87,https://distiller.com/spirits/ancnoc-cutter
BENRIACH SEPTENDECIM 17 YEAR,Peated Single Malt,"Speyside, Scotland",3.98,90,https://distiller.com/spirits/benriach-septendecim-17-year
ARDBEG ALLIGATOR,Peated Single Malt,"Islay, Scotland",4.52,92,https://distiller.com/spirits/ardbeg-alligator
LAGAVULIN 12 YEAR (2018 SPECIAL RELEASE),Peated Single Malt,"Islay, Scotland",4.3,nan,https://distiller.com/spirits/lagavulin-12-year-2018-special-release
LAPHROAIG CAIRDEAS 2013 PORT WOOD EDITION,Peated Single Malt,"Islay, Scotland",4.33,97,https://distiller.com/spirits/laphroaig-cairdeas-feis-ile-2013-port-wood-edition
OLD BALLANTRUAN THE 'PEATED MALT',Peated Single Malt,"Speyside, Scotland",3.54,78,https://distiller.com/spirits/old-ballantruan-the-peated-malt
OCTOMORE MASTERCLASS 08.2/167,Peated Single Malt,"Islay, Scotland",4.42,89,https://distiller.com/spirits/octomore-masterclass-08-2-167
PORT CHARLOTTE THE PEAT PROJECT,Peated Single Malt,"Islay, Scotland",3.81,84,https://distiller.com/spirits/port-charlotte-the-peat-project
ARDBEG GALILEO,Peated Single Malt,"Islay, Scotland",4.29,nan,https://distiller.com/spirits/ardbeg-galileo
LAPHROAIG CAIRDEAS 2020 PORT & WINE CASKS,Peated Single Malt,"Islay, Scotland",4.15,93,https://distiller.com/spirits/laphroaig-cairdeas-2020-port-wine-casks
ARDBEG BLAAACK (2020 COMMITTEE RELEASE),Peated Single Malt,"Islay, Scotland",4.23,90,https://distiller.com/spirits/ardbeg-blaaack-2020-committee-release
ARDBEG GROOVES (2018 COMMITTEE RELEASE),Peated Single Malt,"Islay, Scotland",4.28,92,https://distiller.com/spirits/ardbeg-grooves-2018-committee-release
ARDBEG 17 YEAR,Peated Single Malt,"Islay, Scotland",4.2,97,https://distiller.com/spirits/ardbeg-17-year
THE BALVENIE PEATED CASK 17 YEAR,Peated Single Malt,"Speyside, Scotland",4.39,94,https://distiller.com/spirits/the-balvenie-peated-cask-17-year
LAGAVULIN 10 YEAR,Peated Single Malt,"Islay, Scotland",3.81,nan,https://distiller.com/spirits/lagavulin-10-year
PEAT'S BEAST SINGLE MALT,Peated Single Malt,Scotland,3.17,79,https://distiller.com/spirits/peat-s-beast-whisky
HIGHLAND PARK LOYALTY OF THE WOLF 14 YEAR,Peated Single Malt,"Islands, Scotland",3.8,nan,https://distiller.com/spirits/highland-park-loyalty-of-the-wolf-14-year
OCTOMORE 07.4/167 VIRGIN OAK,Peated Single Malt,"Islay, Scotland",4.44,90,https://distiller.com/spirits/octomore-7-4-167-virgin-oak
THE GLENROTHES PEATED CASK RESERVE,Peated Single Malt,"Speyside, Scotland",3.19,80,https://distiller.com/spirits/the-glenrothes-peated-cask-reserve
OCTOMORE 10.1/107 SCOTTISH BARLEY,Peated Single Malt,"Islay, Scotland",4.27,88,https://distiller.com/spirits/octomore-10-1-107-scottish-barley
KILKERRAN 8 YEAR CASK STRENGTH,Peated Single Malt,"Campbeltown , Scotland",3.82,nan,https://distiller.com/spirits/kilkerran-8-year-cask-strength
AILSA BAY SINGLE MALT WHISKY,Peated Single Malt,"Lowlands, Scotland",3.27,nan,https://distiller.com/spirits/ailsa-bay-single-malt-whisky
BOWMORE GOLD REEF,Peated Single Malt,"Islay, Scotland",3.4,80,https://distiller.com/spirits/bowmore-gold-reef
ARDBEG TRAIGH BHAN 19 YEAR 2019 EDITION,Peated Single Malt,"Islay, Scotland",4.38,94,https://distiller.com/spirits/ardbeg-traigh-bhan-19-year-2019-edition
HIGHLAND PARK THE LIGHT 17 YEAR,Peated Single Malt,"Islands, Scotland",4.08,nan,https://distiller.com/spirits/highland-park-the-light-17-year
LAPHROAIG THE 1815 LEGACY EDITION,Peated Single Malt,Scotland,3.89,nan,https://distiller.com/spirits/laphroaig-the-1815-legacy-edition
BOWMORE 17 YEAR WHITE SANDS,Peated Single Malt,"Islay, Scotland",3.77,86,https://distiller.com/spirits/bowmore-white-sands-17-year
ARDBEG SUPERNOVA 2019,Peated Single Malt,"Islay, Scotland",4.24,nan,https://distiller.com/spirits/ardbeg-supernova-2019
OCTOMORE 06.3/258 ISLAY BARLEY,Peated Single Malt,"Islay, Scotland",4.53,nan,https://distiller.com/spirits/octomore-0-63-258-islay-barley
LAGAVULIN DISTILLERS EDITION (2020 RELEASE),Peated Single Malt,"Islay, Scotland",4.54,nan,https://distiller.com/spirits/lagavulin-distillers-edition-2020-release
ARDMORE TRADITION,Peated Single Malt,"Highlands, Scotland",3.41,nan,https://distiller.com/spirits/ardmore-tradition
FETTERCAIRN FIOR,Peated Single Malt,"Highlands, Scotland",3.56,86,https://distiller.com/spirits/fettercairn-fior
LAPHROAIG 30 YEAR,Peated Single Malt,"Islay, Scotland",4.58,96,https://distiller.com/spirits/laphroaig-30-year
SCARABUS SINGLE MALT,Peated Single Malt,"Islay, Scotland",3.91,86,https://distiller.com/spirits/scarabus-specially-selected-single-malt
HIGHLAND PARK SPIRIT OF THE BEAR,Peated Single Malt,"Islands, Scotland",3.63,nan,https://distiller.com/spirits/highland-park-spirit-of-the-bear
BUNNAHABHAIN AN CLADACH,Peated Single Malt,"Islay, Scotland",3.65,76,https://distiller.com/spirits/bunnahabhain-an-cladach
HIGHLAND PARK SVEIN,Peated Single Malt,"Islands, Scotland",3.37,79,https://distiller.com/spirits/highland-park-svein
LOCH LOMOND INCHMOAN 12 YEAR,Peated Single Malt,"Highlands, Scotland",3.58,86,https://distiller.com/spirits/loch-lomond-inchmoan-12-year
BOWMORE 25 YEAR,Peated Single Malt,"Islay, Scotland",4.5,93,https://distiller.com/spirits/bowmore-25-year
SPRINGBANK 21 YEAR,Peated Single Malt,"Campbeltown, Scotland",4.55,93,https://distiller.com/spirits/springbank-21-year
PORT CHARLOTTE MRC:01 2010,Peated Single Malt,"Islay, Scotland",4.17,93,https://distiller.com/spirits/port-charlotte-mrc-01-2010
LAGAVULIN 12 YEAR (2015 SPECIAL RELEASE),Peated Single Malt,"Islay, Scotland",4.28,nan,https://distiller.com/spirits/lagavulin-12-year-2015-special-edition
CREAG ISLE SINGLE MALT SCOTCH WHISKY,Peated Single Malt,"Islay, Scotland",3.24,nan,https://distiller.com/spirits/creag-isle-single-malt-scotch-whisky
GLEN MORAY ELGIN CLASSIC PEATED,Peated Single Malt,"Speyside, Scotland",2.84,nan,https://distiller.com/spirits/glen-moray-elgin-classic-peated
KILCHOMAN 100% ISLAY 7TH EDITION,Peated Single Malt,"Islay, Scotland",3.81,92,https://distiller.com/spirits/kilchoman-100-islay-7th-edition
BENROMACH PEAT SMOKE 2006,Peated Single Malt,"Speyside, Scotland",3.71,nan,https://distiller.com/spirits/benromach-peat-smoke-2006
LAPHROAIG 16 YEAR,Peated Single Malt,"Islay, Scotland",3.94,87,https://distiller.com/spirits/laphroaig-16-year-old
HIGHLAND PARK ICE EDITION,Peated Single Malt,"Islands, Scotland",4.23,91,https://distiller.com/spirits/highland-park-ice-edition
KILCHOMAN VINTAGE 2007,Peated Single Malt,"Islay, Scotland",3.92,90,https://distiller.com/spirits/kilchoman-vintage-2007
BOWMORE THE DEVIL'S CASKS 10 YEAR,Peated Single Malt,"Islay, Scotland",4.21,90,https://distiller.com/spirits/bowmore-the-devil-s-casks-10-year
KILCHOMAN LOCH GORM (2019 EDITION),Peated Single Malt,"Islay, Scotland",4.08,91,https://distiller.com/spirits/kilchoman-loch-gorm-2019-release
ARDBEG DRUM (2019 COMMITTEE RELEASE),Peated Single Malt,"Islay, Scotland",3.77,87,https://distiller.com/spirits/ardbeg-drum-2019-committee-release
WOLFBURN MORVEN SINGLE MALT,Peated Single Malt,Scotland,3.4,nan,https://distiller.com/spirits/wolfburn-morven
HIGHLAND PARK HARALD,Peated Single Malt,"Islands, Scotland",3.57,nan,https://distiller.com/spirits/highland-park-harald
HIGHLAND PARK ODIN,Peated Single Malt,"Islands, Scotland",4.4,90,https://distiller.com/spirits/highland-park-odin
BOWMORE VAULT EDITION FIRST RELEASE ATLANTIC SEA SALT,Peated Single Malt,"Islay, Scotland",3.61,82,https://distiller.com/spirits/bowmore-vault-edition-first-release-atlantic-sea-salt
CLYNELISH DISTILLERS EDITION,Peated Single Malt,"Highlands, Scotland",3.84,88,https://distiller.com/spirits/clynelish-distillers-edition
"LAGAVULIN DISTILLERS EDITION (DISTILLED 2002, BOTTLED 2018)",Peated Single Malt,"Islay, Scotland",4.4,nan,https://distiller.com/spirits/lagavulin-distillers-edition-distilled-2002-bottled-2018
CAOL ILA 15 YEAR 2000 (2016 SPECIAL RELEASE),Peated Single Malt,"Islay, Scotland",4.0,94,https://distiller.com/spirits/caol-ila-15-year-2000-2016-special-release
LAGAVULIN 25 YEAR,Peated Single Malt,"Islay, Scotland",4.61,95,https://distiller.com/spirits/lagavulin-25-year
KILCHOMAN MACHIR BAY 2015,Peated Single Malt,"Islay, Scotland",3.84,nan,https://distiller.com/spirits/kilchoman-machir-bay-2015
AEROLITE LYNDSAY 10 YEAR,Peated Single Malt,"Islay, Scotland",3.17,87,https://distiller.com/spirits/aerolite-lyndsay-10-year
OBAN 21 YEAR CASK STRENGTH,Peated Single Malt,"Highlands, Scotland",4.29,97,https://distiller.com/spirits/oban-21-year
KILCHOMAN LOCH GORM (2017 EDITION),Peated Single Malt,"Islay, Scotland",3.94,91,https://distiller.com/spirits/kilchoman-loch-gorm-2017-release
HIGHLAND PARK CASK STRENGTH EDITION NO. 1,Peated Single Malt,"Islands, Scotland",3.91,88,https://distiller.com/spirits/highland-park-cask-strength-edition-no-1
BOWMORE 15 YEAR GOLDEN & ELEGANT,Peated Single Malt,"Islay, Scotland",4.06,83,https://distiller.com/spirits/bowmore-15-year-golden-elegant
HIGHLAND PARK FIRE EDITION,Peated Single Malt,"Islands, Scotland",4.02,87,https://distiller.com/spirits/highland-park-fire-edition
LONGROW RED 11 YEAR CABERNET SAUVIGNON FINISH,Peated Single Malt,"Campbeltown, Scotland",4.23,87,https://distiller.com/spirits/longrow-red
OCTOMORE TEN YEARS DIALOGOS,Peated Single Malt,"Islay, Scotland",4.54,89,https://distiller.com/spirits/octomore-ten-years-dialogos
OLD PULTENEY HUDDART,Peated Single Malt,"Highlands, Scotland",3.84,88,https://distiller.com/spirits/old-pulteney-huddart
KILCHOMAN RED WINE CASK MATURED,Peated Single Malt,"Islay, Scotland",4.26,89,https://distiller.com/spirits/kilchoman-red-wine-cask-matured
PORT CHARLOTTE 10 YEAR SECOND EDITION,Peated Single Malt,"Islay, Scotland",4.38,90,https://distiller.com/spirits/port-charlotte-10-year-second-edition
OLD BALLANTRUAN THE PEATED MALT 10 YEAR,Peated Single Malt,"Speyside, Scotland",3.61,90,https://distiller.com/spirits/old-ballantruan-the-peated-malt-10-year
SPRINGBANK GREEN 12 YEAR,Peated Single Malt,"Campbeltown, Scotland",3.84,92,https://distiller.com/spirits/springbank-green-12-year
FINLAGGAN ORIGINAL,Peated Single Malt,"Islay, Scotland",3.5,nan,https://distiller.com/spirits/finlaggan-original
LAGAVULIN 16 YEAR FÈIS ÌLE 2017,Peated Single Malt,"Islay, Scotland",4.39,nan,https://distiller.com/spirits/lagavulin-16-year-feis-ile-2017
RAASAY WHILE WE WAIT,Peated Single Malt,"Islands, Scotland",3.85,nan,https://distiller.com/spirits/raasay-while-we-wait
SPRINGBANK 18 YEAR,Peated Single Malt,"Campbeltown, Scotland",4.2,92,https://distiller.com/spirits/springbank-18
LAGAVULIN 12 YEAR (2012 SPECIAL RELEASE),Peated Single Malt,"Islay, Scotland",4.19,91,https://distiller.com/spirits/lagavulin-12-year-2012-special-release
BUNNAHABHAIN 25 YEAR,Peated Single Malt,"Islay, Scotland",4.44,91,https://distiller.com/spirits/bunnahabhain-25
LAPHROAIG CAIRDEAS 200TH ANNIVERSARY EDITION,Peated Single Malt,"Islay, Scotland",4.39,94,https://distiller.com/spirits/laphroaig-cairdeas-200th-anniversary-edition
LAPHROAIG CAIRDEAS 2018 FINO CASK FINISH,Peated Single Malt,"Islay, Scotland",4.27,93,https://distiller.com/spirits/laphroaig-cairdeas-2018-fino-cask-finish
PORT ASKAIG 8 YEAR,Peated Single Malt,"Islay, Scotland",3.38,83,https://distiller.com/spirits/port-askaig-8-year
LAPHROAIG CAIRDEAS 2017 CASK STRENGTH QUARTER CASK EDITION,Peated Single Malt,"Islay, Scotland",4.3,94,https://distiller.com/spirits/laphroaig-cairdeas-2017-cask-strength-quarter-cask-edition
